date,value
2020-01,0
2020-02,1
2020-03,5711
2020-04,52900
2020-05,61053
2020-06,428965
2020-07,271924
2020-08,284970
2020-09,1136226
2020-10,825090
2020-11,234597
2020-12,415517
2021-01,1782622
