date,value
2020-01,0
2020-02,0
2020-03,201
2020-04,6006
2020-05,28834
2020-06,58314
2020-07,92475
2020-08,120828
2020-09,142921
2020-10,159884
2020-11,173120
2020-12,193875
2021-01,209296
