date,value
2020-01,0
2020-02,0
2020-03,127
2020-04,35808
2020-05,164957
2020-06,556919
2020-07,1251043
2020-08,1228761
2020-09,999537
2020-10,768009
2020-11,592641
2020-12,1216290
2021-01,671731
