date,value
2020-01,0
2020-02,0
2020-03,127
2020-04,35935
2020-05,200892
2020-06,757811
2020-07,2008854
2020-08,3237615
2020-09,4237152
2020-10,5005161
2020-11,5597802
2020-12,6814092
2021-01,7485823
