date,value
2020-01,0
2020-02,34
2020-03,2864
2020-04,3130
2020-05,1706
2020-06,2936
2020-07,6096
2020-08,4696
2020-09,4524
2020-10,8878
2020-11,13382
2020-12,6849
2021-01,1622
