date,value
2020-01,0
2020-02,388
2020-03,44605
2020-04,94640
2020-05,148950
2020-06,225205
2020-07,304204
2020-08,373570
2020-09,453637
2020-10,612772
2020-11,962070
2020-12,1218753
2021-01,1324395
