date,value
2020-01,0
2020-02,73
2020-03,14583
2020-04,60447
2020-05,41724
2020-06,69353
2020-07,77339
2020-08,57902
2020-09,57306
2020-10,103203
2020-11,186221
2020-12,310563
2021-01,134510
