date,value
2020-01,0
2020-02,0
2020-03,35
2020-04,1154
2020-05,5185
2020-06,16893
2020-07,36511
2020-08,64469
2020-09,97497
2020-10,122111
2020-11,137621
2020-12,148738
2021-01,152274
