date,value
2020-01,0
2020-02,0
2020-03,35
2020-04,1119
2020-05,4031
2020-06,11708
2020-07,19618
2020-08,27958
2020-09,33028
2020-10,24614
2020-11,15510
2020-12,11117
2021-01,3536
