date,value
2020-01,2
2020-02,0
2020-03,2335
2020-04,104161
2020-05,290077
2020-06,243671
2020-07,198215
2020-08,149009
2020-09,174958
2020-10,443839
2020-11,669669
2020-12,824082
2021-01,407183
