date,value
2020-01,0
2020-02,32
2020-03,95923
2020-04,213435
2020-05,239228
2020-06,248970
2020-07,288522
2020-08,439286
2020-09,748266
2020-10,1185678
2020-11,1648187
2020-12,1910218
2021-01,2252164
