date,value
2020-01,0
2020-02,7
2020-03,7017
2020-04,146923
2020-05,290811
2020-06,275873
2020-07,717529
2020-08,746665
2020-09,655863
2020-10,771790
2020-11,1533841
2020-12,1151763
2021-01,871386
