date,value
2020-01,0
2020-02,7
2020-03,7024
2020-04,153947
2020-05,444758
2020-06,720631
2020-07,1438160
2020-08,2184825
2020-09,2840688
2020-10,3612478
2020-11,5146319
2020-12,6298082
2021-01,7169468
