date,value
2020-01,0
2020-02,1
2020-03,5278
2020-04,66028
2020-05,107755
2020-06,127893
2020-07,154478
2020-08,184003
2020-09,207436
2020-10,231431
2020-11,268428
2020-12,345866
2021-01,395851
