date,value
2020-01,8
2020-02,25
2020-03,192177
2020-04,1080303
2020-05,1797763
2020-06,2633466
2020-07,4559806
2020-08,6023258
2020-09,7228526
2020-10,9154267
2020-11,13639831
2020-12,20026003
2021-01,23758855
