date,value
2020-01,0
2020-02,46
2020-03,15683
2020-04,60216
2020-05,79688
2020-06,33563
2020-07,10778
2020-08,8562
2020-09,17970
2020-10,62920
2020-11,468081
2020-12,688183
2021-01,283526
