date,value
2020-01,2
2020-02,886
2020-03,104904
2020-04,99671
2020-05,27201
2020-06,7772
2020-07,7101
2020-08,20681
2020-09,44793
2020-10,366419
2020-11,922124
2020-12,482135
2021-01,285044
