date,value
2020-01,2
2020-02,888
2020-03,105792
2020-04,205463
2020-05,232664
2020-06,240436
2020-07,247537
2020-08,268218
2020-09,313011
2020-10,679430
2020-11,1601554
2020-12,2083689
2021-01,2368733
