date,value
2020-01,0
2020-02,0
2020-03,29
2020-04,1830
2020-05,7920
2020-06,17342
2020-07,19567
2020-08,17470
2020-09,13005
2020-10,14590
2020-11,14187
2020-12,18957
2021-01,15344
