date,value
2020-01,0
2020-02,0
2020-03,2453
2020-04,26683
2020-05,37445
2020-06,40394
2020-07,41189
2020-08,41501
2020-09,42143
2020-10,46555
2020-11,58448
2020-12,73512
2021-01,88590
