date,value
2020-01,2
2020-02,61
2020-03,38484
2020-04,177543
2020-05,256145
2020-06,283710
2020-07,303181
2020-08,335873
2020-09,453264
2020-10,1011660
2020-11,1629657
2020-12,2488780
2021-01,3357361
