date,value
2020-01,0
2020-02,18
2020-03,13428
2020-04,25967
2020-05,31340
2020-06,34844
2020-07,34941
2020-08,35455
2020-09,35785
2020-10,39818
2020-11,56876
2020-12,74904
2021-01,82225
