date,value
2020-01,0
2020-02,52
2020-03,16789
2020-04,74955
2020-05,156634
2020-06,131196
2020-07,195974
2020-08,201536
2020-09,219506
2020-10,299426
2020-11,655507
2020-12,1345690
2021-01,1729216
