date,value
2020-01,3
2020-02,670
2020-03,123119
2020-04,104329
2020-05,183201
2020-06,17772
2020-07,17101
2020-08,20681
2020-09,44793
2020-10,366419
2020-11,832124
2020-12,482135
2021-01,285044
